xj1,xj2,xj3,xj4,xj5,xj6,xj7,xj8,xj9,xj10,xj11,xj12,xj13,xj14,xj15,xj16,xj17,xj18,xj19,xj20,xw1,xw2,xw3,xw4,xw5,xw6,xw7,xw8,xw9,xw10,xw11,xw12,xw13,xw14,xw15,xw16,xw17,xw18,xw19,xw20,xr1,xr2,xr3,xr4,xr5,xr6,xr7,xr8,xr9,xr10,xr11,xr12,xr13,xr14,xr15,xr16,xr17,xr18,xr19,xr20,yj1,yj2,yj3,yj4,yj5,yj6,yj7,yj8,yj9,yj10,yj11,yj12,yj13,yj14,yj15,yj16,yj17,yj18,yj19,yj20,yw1,yw2,yw3,yw4,yw5,yw6,yw7,yw8,yw9,yw10,yw11,yw12,yw13,yw14,yw15,yw16,yw17,yw18,yw19,yw20,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15,yr16,yr17,yr18,yr19,yr20,zj1,zj2,zj3,zj4,zj5,zj6,zj7,zj8,zj9,zj10,zj11,zj12,zj13,zj14,zj15,zj16,zj17,zj18,zj19,zj20,zw1,zw2,zw3,zw4,zw5,zw6,zw7,zw8,zw9,zw10,zw11,zw12,zw13,zw14,zw15,zw16,zw17,zw18,zw19,zw20,zr1,zr2,zr3,zr4,zr5,zr6,zr7,zr8,zr9,zr10,zr11,zr12,zr13,zr14,zr15,zr16,zr17,zr18,zr19,zr20
0.6440403,0.61171854,0.6368576,-1.3072342,-0.04189853,-0.10055647,-1.0893618,-0.21787235,0.34955344,0.1604115,0.439336,0.29807812,0.320823,0,-0.16759412,-0.29209262,-0.29688102,-0.842759,0.016759412,-0.24301147,1.2569559,-5.8677397,-3.2987611,-4.769998,-3.7165492,-6.9630866,-3.1539118,-8.014141,-10.978163,-9.59192,-10.057293,-6.900239,-9.939229,-9.572916,-9.648483,-10.309283,-11.2933,-9.443779,-9.74904,-7.5044756,-0.6052841,1.5686511,3.371485,0.87193835,0.74145436,2.2593782,1.1113585,0.66364276,3.5378819,2.7489924,-0.040252518,3.3571198,2.420987,0.38232407,1.484854,2.8327894,0.5271733,2.2845173,2.5478795,0.2853589,2.0026002,2.0289364,2.0169654,-1.1888708,2.7304375,2.6849475,2.0804117,0.7456442,1.8840871,2.285116,2.4515128,2.429965,2.7340288,2.653823,2.6250925,2.4706664,2.3126493,3.3265936,2.321029,3.008165,0.5041291,2.4690206,3.3381157,1.407192,2.698864,0.9283517,2.1936872,3.2878375,5.0371013,6.894403,4.6276927,4.9857755,4.837335,6.066458,3.8018427,5.7854385,5.0216885,4.692486,5.222801,2.845359,1.714847,0.10594343,1.9686323,0.27353755,0.011372458,-0.006584055,0.29628247,-1.3210008,-1.3485341,-3.2758665,-2.4211364,-1.3892355,-2.7395654,-0.6099229,-2.4809916,-1.5113398,0.18854338,0.19812019,-2.9538465,-3.518878,9.51785,9.504682,9.499893,9.806351,9.355043,9.373,9.407717,3.2330701,9.677064,10.712556,9.42687,9.446024,9.328708,9.36103,9.365818,9.368212,9.417294,6.9069724,9.419687,9.271247,6.9261265,4.8859673,5.1397524,3.520075,5.301361,2.9083564,6.570288,-0.53091425,-0.8113351,0.10564415,-0.61261636,-2.7398646,-1.1025299,-0.36017773,-0.6190508,-0.24316111,0.82225865,1.9451393,-0.2240075,0.82824415,4.597466,3.5751417,5.8388596,8.200739,8.693945,4.8895583,9.336788,9.024344,6.405088,6.7893577,6.139332,5.7574563,6.949769,8.10138,6.821679,5.113416,8.919,5.575497,8.450933,6.591836
0.62728083,0.60932434,0.6739678,-0.34596214,-0.05267244,-0.08140286,-1.0079589,-0.5805939,-0.16160862,0.14604631,0.4357447,0.29807812,0.2837129,-0.017956512,-0.12449849,-0.25737667,-0.24061728,0.4177882,-0.035913024,-0.23343466,1.1827357,-6.4004493,-4.983082,-5.624728,-4.487482,-5.9970264,-3.2113726,-7.665785,-8.903587,-7.0289273,-8.473529,-6.557868,-8.70023,-7.3941927,-9.103803,-7.5523596,-9.716718,-7.831284,-10.303297,-8.938602,-0.40417117,-1.4983213,1.5602713,2.279729,1.8834885,-0.54782325,0.10100538,1.2346599,2.3431752,2.5993547,1.8332103,2.7465982,1.6680104,0.9305963,1.2849381,2.447323,-0.34551322,2.565836,1.5878047,-0.7860463,2.0277393,2.0205567,2.0049944,-1.072752,2.726846,2.6813562,2.0780175,0.6678326,1.7440263,2.4024317,2.4574983,2.431162,2.73762,2.6478374,2.595165,2.4574983,2.37011,1.2017397,2.3617303,3.0141504,0.98775786,2.4893713,2.5959132,0.4938041,1.8357542,1.0444705,2.1374235,2.331354,3.19596,5.125088,4.111742,4.1897035,4.29026,5.9730844,3.3469443,4.5248914,3.4905965,3.3804631,5.1258364,4.043657,3.9438488,1.9841946,1.1186907,1.881244,-0.6218939,0.26276365,-1.5053543,-0.96546185,-1.8848352,-3.3249476,-0.16220717,-1.3401544,-3.0160956,-3.0137014,-1.4885949,-2.7910407,-0.55485624,-3.4865563,-2.1529858,-2.6749218,9.496302,9.502287,9.490316,9.413702,9.355043,9.416096,9.345467,-2.0102315,9.528624,10.810719,9.526229,9.454403,9.341876,9.38138,9.374197,9.452009,9.390957,9.770438,9.444826,9.250896,7.355736,5.8149176,6.299743,5.4258595,5.7502737,3.9223008,6.7091517,-0.3405752,-1.071106,-1.6205753,-0.84964234,-1.9114708,-0.8738836,0.0947206,-0.7722797,-1.404349,-0.73516953,1.0820296,-0.0935235,1.7966987,8.874707,7.3831196,4.040814,4.5902834,8.122928,6.43741,7.3747396,7.9194207,7.2969284,7.9661074,6.4386067,6.725911,7.6440873,5.4605756,8.555081,7.0754647,6.417059,6.1740475,7.453748,5.891532
0.62728083,0.61770403,0.6512229,-1.4449008,-0.044292733,-0.061052144,-1.1504139,0.020350715,-0.12090719,0.5303157,0.4345476,0.29688102,0.33039984,-0.007182605,-0.10534488,-0.21308395,-0.22625206,-0.30286652,-0.022744916,-0.29568392,0.80924016,-6.1299047,-5.827038,-5.5122004,-3.5968392,-7.7208514,-3.6650739,-7.3509474,-7.0552635,-6.95351,-7.6618943,-7.649624,-6.9955583,-6.7740946,-7.5164466,-6.859238,-8.417864,-8.06831,-9.470116,-10.634894,-0.63521165,-1.1475708,-0.37663785,0.21592706,3.5582325,0.76898766,0.98566294,1.4082395,0.48168346,3.206285,1.8272249,-0.10848726,3.978415,2.1181204,1.402254,3.2613516,1.2298715,1.3615526,1.8379987,1.4645033,2.0193596,2.025345,2.0265422,0.81387895,2.759168,2.6969185,2.1354783,2.760365,1.7631799,1.88289,2.443133,2.428768,2.7459998,2.643049,2.607136,2.477849,2.3126493,2.4215853,2.3413796,2.9949968,1.2044331,2.2152352,3.4889505,1.0265139,3.9630024,1.7411832,2.0033484,3.2974143,3.1540616,4.5109754,4.263774,5.607071,3.6605847,4.7807717,3.710863,3.5241153,2.7196634,4.2615294,3.3948283,4.7032595,2.594716,1.4323312,1.4107834,1.3281834,1.8357542,-1.3198037,0.6889315,-3.0424318,-1.4754268,-0.97503865,-2.3959973,-0.44592008,-1.0133458,-2.0931308,-2.1649568,-2.5731683,-0.9475053,-1.7603368,-3.566762,-1.8022354,9.483133,9.514258,9.51785,9.035418,9.353847,9.353847,9.356241,-2.8601732,9.577704,11.57806,9.477148,9.450812,9.315539,9.402928,9.35265,9.339481,9.42687,9.74889,9.423279,9.259275,7.2444053,6.30932,7.792528,8.142081,6.1524997,4.3999443,6.4122705,-0.4985925,0.48392802,-1.0986392,0.09008184,-0.93209267,-0.06943185,-1.4422072,-0.46701896,-1.5647604,-0.121056825,0.31468788,-0.29942486,1.1131542,7.9170265,12.566566,8.850765,7.4884644,5.1038394,8.482059,6.1764417,6.8121023,7.923012,6.6492968,7.7290816,9.18715,7.244256,4.7387238,6.761824,7.4585366,6.10701,9.484032,6.941389,6.0507464
0.6356605,0.60573304,0.6404489,-0.5805939,-0.062249243,-0.031124622,-0.9983821,-0.6536171,-0.044292733,0.9816227,0.4321534,0.30765492,0.33399114,-0.023942016,-0.1364695,-0.22026655,-0.25258827,-0.1388637,-0.034715924,-0.2885013,0.37544075,-6.5704374,-5.769577,-5.4511485,-5.6402903,-9.676914,-4.0206127,-9.39799,-7.4874167,-7.650223,-8.307132,-9.973197,-8.429685,-6.804022,-8.33287,-7.4805336,-7.6002436,-8.666861,-7.4565916,-9.510817,-0.7297826,-0.9823709,-0.5550059,-0.96441436,0.9210195,1.2262802,1.5243583,3.1380503,1.6344916,2.4736593,1.1400889,1.1795932,2.3335984,4.3555017,1.7685668,3.4157777,1.9672856,0.88869774,2.160019,1.925387,2.012177,2.0385132,2.024148,1.3453918,2.7436056,2.7124808,2.2336404,5.4275055,1.8457799,0.8629601,2.453907,2.440739,2.7531824,2.6262896,2.6226983,2.4598925,2.3497593,2.061258,2.3545477,2.973449,0.94451255,2.0320787,3.7846344,1.46585,3.1561563,1.4730326,2.3038206,4.0707417,4.978443,4.5612535,4.869507,6.492925,4.5979147,4.92203,4.0795703,4.17055,3.1997008,4.656573,3.366098,4.421941,2.1853075,0.42197806,0.84575176,1.4311341,0.25438392,1.8273745,-1.1785458,-0.074818805,-1.8908207,-2.7443538,-2.2296004,-1.0420763,-2.3948002,-1.7842789,-3.9713821,-0.24001873,-0.5847838,-1.9698294,-0.85054016,-2.3517046,9.5214405,9.507075,9.502287,9.723751,9.376592,9.377789,9.407717,-2.7883472,9.550171,12.564471,9.035418,9.444826,9.264064,9.339481,9.406519,9.356241,9.454403,9.5609455,9.41011,9.258079,7.1953244,6.2805896,7.0874357,8.532336,7.713519,3.472191,6.627749,1.1965023,1.2692262,-0.8017583,0.7065888,-1.6252141,-0.61171854,-1.6014217,-0.18210897,-1.2906244,0.94675714,-1.6365865,-0.29224226,0.16744448,6.925827,9.897031,11.023503,8.96449,7.3986816,7.8547773,4.4837413,4.9182887,8.507197,6.7654157,7.5614877,8.330027,6.067506,5.6604915,5.2439003,6.3643866,6.294955,8.80767,5.107431,7.615357
0.62129533,0.60214174,0.61890113,-0.33758244,-0.05746084,-0.050278235,-1.033098,-1.0749966,-0.073023155,2.2050598,0.5267244,0.2896984,0.32321724,-0.047884032,-0.14844051,-0.18555063,-0.25857377,-0.24061728,-0.046686932,-0.30406362,0.19467853,-7.2372227,-5.4068556,-5.6929626,-6.2017307,-9.97619,-3.690213,-11.039215,-9.257929,-9.892392,-9.426421,-10.684724,-8.643966,-8.144774,-9.628133,-10.061483,-8.706365,-8.933814,-8.231115,-8.2454815,-0.38980597,-1.9352632,-1.3654431,-0.7261913,-0.995539,2.3587375,-0.96321726,2.9345431,1.4130279,0.65286887,2.4844332,0.6109703,0.6253356,3.834763,2.4485202,2.7226563,2.4269724,0.571466,0.21832126,1.8487726,2.0097828,2.0193596,2.0145712,1.8960581,2.7232547,2.6969185,2.2515972,7.2901945,1.811064,-0.9506477,2.4096143,2.4395418,2.748394,2.581997,2.6131215,2.5269303,2.3270144,2.0816088,2.3389854,2.9255648,-0.37229836,1.5269021,3.743933,2.6282349,4.1138372,1.4730326,2.532467,4.538808,5.608118,5.457882,5.4465094,6.1457663,6.0440125,5.770325,5.1916766,5.303007,3.9622543,4.186112,4.128651,3.556437,2.3373394,-0.44592008,0.26994625,-0.30346507,0.492607,1.6944963,-2.6282349,-2.5432408,-2.7192147,-1.5759833,-1.3628993,-3.816956,-1.3664906,-3.769072,-2.4259248,-0.95827925,-3.032855,-4.3221326,-1.7423803,-2.819771,9.510667,9.50109,9.515455,10.279205,9.347861,9.402928,9.841066,-1.6499043,9.550171,11.9096575,10.792762,9.408914,9.23294,9.39814,9.365818,9.419687,9.447221,9.485528,9.402928,9.250896,6.5788174,4.672883,3.2040405,6.306926,4.4993033,1.2096704,6.711546,-0.6099229,0.9448118,0.6928221,-0.34685996,-1.7509097,-0.36152446,-1.3440449,0.6450877,0.17342998,1.1215339,-1.2894273,-0.88959557,-0.6262334,7.2023573,2.7012582,8.805275,8.93935,9.363124,6.7642183,8.522759,5.7023897,6.3871317,9.274539,8.276156,4.8320975,7.474099,8.22109,5.480926,7.1784153,7.626131,6.678027,9.173983,7.7853456
0.61052144,0.60812724,0.62009823,-0.36990416,-0.075417355,-0.090979666,-1.0295067,-0.91099375,-0.06823475,2.136825,0.5410896,0.2813187,0.33279404,-0.021547815,-0.16280572,-0.3184288,-0.25139117,-0.25139117,0.021547815,-0.320823,0.028281508,-7.19293,-5.411644,-4.8083053,-5.7827454,-7.2611647,-3.1419408,-11.034427,-10.386795,-11.479748,-8.145523,-8.525154,-9.671079,-9.722554,-9.040356,-11.760169,-9.954941,-8.721927,-9.057116,-6.9346557,0.33084875,0.5499182,2.6448448,0.22909518,0.1237503,0.13452421,0.77377605,0.65885437,2.1408653,1.1460744,3.4899979,1.4980221,0.89109194,3.5115457,2.980033,0.77018476,2.7837083,1.0527005,-0.24974516,2.294094,2.0181625,2.0397103,2.0313306,1.5548843,2.7424085,2.704101,2.2120926,7.37878,1.8613422,-1.8221371,2.333,2.428768,2.7052982,2.6382606,2.5424926,2.486229,2.322226,2.0588639,2.3617303,2.93993,-1.0295067,0.8912416,1.5711949,1.8608932,1.6023195,0.943914,2.6617537,2.4103625,5.6212864,5.906795,6.12766,4.40997,6.581511,5.645827,5.833323,4.788254,5.030068,5.0995,4.9857755,2.986617,1.2539631,-0.13467385,1.5628152,0.55246204,-0.050876785,0.40162733,0.38965634,-2.9215245,-1.073201,-1.4742297,-1.4478935,-1.6585833,-0.39564183,-1.8118122,-1.7830818,-0.09995792,-0.99898064,-0.83976626,-0.5129577,-2.618658,9.527427,9.510667,9.487922,8.174703,9.38976,9.369409,10.079289,5.554249,9.5453825,6.0713964,16.482582,9.41849,9.582493,9.416096,9.371803,9.393352,9.446024,9.444826,9.371803,9.256882,7.0229416,4.2730513,4.648941,3.6541502,3.8672342,1.1330559,6.7043633,-0.4758476,0.39653966,-1.0717045,-0.4019266,-1.719785,-0.16639702,-0.20201077,0.82225865,-1.167323,0.80190796,-0.31618425,0.4870704,-0.4801871,8.5862055,4.768651,1.608305,6.1369376,8.796896,8.818443,10.49199,7.8607626,4.6166196,6.4960675,7.2753806,4.624999,8.576629,7.6069775,5.861604,9.144054,7.6404963,6.2925606,9.425373,6.4828997
0.58657944,0.61291564,0.59735334,-0.35673606,-0.044292733,-0.049081136,-1.021127,-2.0973208,-0.053869538,1.484405,0.59974754,0.30885202,0.35673606,-0.009576807,-0.15083471,-0.2765303,-0.22505496,-0.2717419,-0.09696517,-0.32920274,0.4173393,-5.8593597,-5.2021513,-3.3490393,-5.386505,-7.0408983,-2.8498483,-9.612271,-8.0728,-9.456348,-7.597251,-7.020398,-7.768885,-10.391733,-8.14253,-9.541942,-10.095002,-8.972121,-9.890298,-7.5128555,-0.21622634,1.1855787,1.675193,1.2298715,-0.2677017,-0.6807015,2.306065,1.8583494,2.5490766,1.1664251,-0.06539164,2.4533086,0.64089787,3.017143,3.0674212,2.1097405,2.611326,2.0642507,1.4537294,1.8236336,2.0552726,2.025345,2.025345,1.5058032,2.7172692,2.7184663,2.0157683,6.1038675,1.8637364,-0.42631754,1.3286324,2.3988404,2.510171,2.6119244,2.583194,2.4742577,2.3533506,2.0875943,2.4191911,2.951901,0.7565677,0.6398504,1.8106151,0.39085343,1.9303252,1.6753427,2.581548,2.236783,4.4816465,4.2521024,5.580585,3.4690487,5.1617494,6.0133367,4.697274,2.8142345,5.9398646,5.142596,5.4658127,3.970634,0.75357497,-2.2619221,-0.40641573,0.46746787,-2.4462755,1.240795,1.3652935,-0.6039374,-1.6502035,-3.8456864,0.30226797,-2.9777884,-2.6617537,-2.1398177,-3.8025908,-0.729633,-0.46746787,-1.1378443,-3.245939,-1.9758149,9.505878,9.516652,9.493908,10.263643,9.3622265,9.369409,9.699809,19.6956,9.516652,2.1760302,13.629891,9.465178,9.406519,9.295189,9.453206,9.456798,9.402928,9.446024,9.411307,9.247305,7.334188,4.6764746,6.393117,3.3871968,5.881955,2.3122003,6.855198,-0.4938041,-1.4972739,-0.6000468,-1.6636709,-0.028281508,-1.6244658,-0.6473323,-0.04563947,-1.4965256,-0.28505963,-0.2323872,0.84141225,-0.49574938,6.994062,11.715427,5.501277,4.325724,6.996456,8.689157,5.9837084,8.781333,6.6145806,6.18123,7.3112936,7.131728,6.7306995,5.28939,6.5188127,7.0886326,6.11539,5.4857144,6.815694,5.2247467
0.581791,0.60812724,0.6560113,0.2621651,-0.04070143,-0.045489833,-0.94810385,-0.415394,-0.06344634,0.051475335,1.2054806,0.30645782,0.076614454,-0.023942016,-0.12090719,-0.2741361,-0.23463176,-0.23822308,-0.05267244,-0.37229836,0.96680856,-5.7875338,-4.7304935,-3.6770449,-4.651485,-7.7531734,-3.0533555,-7.8776717,-6.966678,-7.9827175,-7.005883,-7.805696,-6.98239,-8.459613,-7.639748,-8.289774,-7.104644,-10.254216,-7.843255,-9.325266,-0.08215105,0.4074632,0.6121674,0.8384195,1.0179846,0.14410101,0.6385037,4.1747394,2.3120506,2.387468,-0.307206,2.2414217,2.3647232,1.4561236,3.43134,1.9577088,1.9672856,1.3028946,1.9205986,0.10459669,2.024148,2.037316,2.0169654,3.034501,2.7184663,2.6813562,2.0061915,-2.567931,1.8433857,1.9152117,-1.548001,2.3401825,2.049287,2.6143186,2.5520694,2.4730606,2.3617303,2.1007624,2.4467244,2.953098,1.1659763,1.3186066,2.1721394,2.1110873,2.8149827,1.917157,2.5504234,2.3600843,3.3444004,3.015497,4.9353476,4.7990274,4.456657,4.640262,4.6290393,2.499397,3.9993644,3.9191585,4.9750013,4.994155,-1.6849195,0.207697,-1.7363948,-0.99419224,0.55006784,0.86729956,0.95947635,-0.6183026,-2.710835,-1.1330559,0.9259575,-2.8401217,-1.407192,-2.082357,-3.530849,-2.2798786,-0.9283517,-2.1362264,-2.1338322,-1.3437457,9.516652,9.50947,9.487922,9.127595,9.3382845,9.377789,7.82874,5.034707,9.542989,-2.6183589,7.4971433,10.371383,9.594464,9.444826,9.429264,9.436447,9.417294,9.504682,9.413702,9.363423,7.4215765,4.5914803,7.2646065,6.6564794,5.762245,2.949058,6.3165026,1.7340006,-0.9238626,-0.27084407,-2.343624,-1.2313678,-1.79206,-0.86400753,-0.5101146,-0.9698013,-1.5515924,-1.0320506,1.289128,-0.26231474,6.633734,9.771336,11.319187,6.7606273,5.9944825,6.0806737,5.7502737,5.6066217,6.9306154,4.3185415,7.33763,8.556278,5.2917843,8.735844,7.9876556,6.084265,8.321647,5.881955,5.6521115,9.926959
0.59855044,0.59974754,0.59974754,-0.22744916,-0.06344634,-0.005985504,-0.63087213,0.8319851,-0.049081136,-0.39863458,1.7405846,0.2681506,0.18794483,-0.06943185,-0.12569559,-0.260968,-0.24061728,-0.11252748,-0.025139118,-0.33039984,1.2241852,-6.171803,-5.28954,-4.9902644,-5.920412,-9.612271,-3.6483145,-9.245958,-7.786692,-7.513454,-7.376984,-9.037513,-7.098509,-7.8838067,-8.220342,-7.9426146,-6.2331543,-8.7075615,-7.9426146,-12.388647,0.06628946,1.6572365,1.852364,1.9122189,1.0658686,0.10220248,-1.3151649,2.3958478,2.5167549,2.471265,0.88989484,3.327192,2.9429228,0.64568627,2.9237692,2.2893057,0.7055413,1.1688193,2.3264158,0.06748656,2.037316,2.0313306,2.0624552,2.1462522,2.689736,2.65502,1.5129858,-7.0750155,1.8649335,3.7192428,-0.7794623,2.417994,2.1594203,2.6945243,2.5125651,2.4215853,2.404826,2.1294928,2.4754548,2.9554923,-0.15682021,1.7340006,2.6007016,2.0428526,2.9622262,2.4666264,2.6761189,3.305794,4.0052004,3.1555579,5.324405,5.5196824,4.456657,3.9303813,4.816984,2.929156,3.5851674,4.102315,4.2890625,4.5272856,-0.18614918,0.55725044,2.6114755,-0.7739257,-0.8230068,-1.1821371,1.002572,-2.3756466,-1.7675194,-2.393603,-0.3645172,-0.14544775,-1.9375077,-0.24839842,-1.3628993,-0.14903906,-0.7978677,-2.5480292,-2.1721394,-1.0205284,9.505878,9.49271,9.513062,9.237728,9.388563,9.394548,5.7553616,10.1582985,9.54658,-4.8916535,-0.5868787,12.514193,9.756073,9.378986,9.383775,9.428067,9.453206,9.496302,9.419687,9.321525,6.896049,6.168062,8.513183,7.903858,5.9717374,3.719991,5.8185086,0.75836337,-0.6461352,0.31932664,-2.0730793,-0.63521165,-1.6867151,-0.8747814,-0.08035539,-0.72678983,-0.89677817,-1.0715549,-0.124648124,-1.3085809,7.6045833,3.6218286,7.543531,9.376292,6.535572,6.3009405,7.9409685,6.857592,8.188768,7.9768815,6.7989345,6.6864066,6.6002154,8.693945,6.359598,5.5778913,8.56825,8.884284,5.373187,8.557475
0.59017074,0.6548142,0.59855044,0.06344634,-0.08259996,-0.039504327,-1.4939818,-0.78888947,-0.061052144,-2.160767,1.1994951,0.46447513,0.107739076,-0.02633622,-0.15083471,-0.36990416,-0.22385786,-0.19871874,-0.04070143,-0.40102878,0.35149872,-6.1610293,-3.1455321,-6.6386724,-6.2711625,-10.841694,-4.2205286,-9.6505785,-9.5177,-8.702175,-7.801955,-10.090961,-8.979155,-7.3499,-8.441806,-9.491663,-7.1824555,-8.349628,-7.511658,-9.993248,0.4026748,-0.75851303,3.3068414,2.021155,1.4992192,1.3974656,-0.8123826,0.9258079,4.720618,2.8052561,0.5271733,2.2521956,2.1348798,0.4122516,2.4173956,3.0482676,0.13093291,3.0135517,0.89588034,0.7115268,2.0325277,2.0277393,2.060061,2.713678,2.656217,2.6849475,3.282301,1.9798552,1.8613422,6.9861307,-0.954239,1.80029,2.0433016,2.5724201,2.5029883,2.4634838,2.4263737,2.1486464,2.486229,2.8848634,-0.003591303,1.775899,4.683657,3.0520086,3.41473,2.8736405,2.8616695,3.627814,4.835988,4.2521024,6.224625,6.8783917,5.6860795,4.9179897,5.2012534,3.604321,4.302231,2.6502316,3.913173,3.1625907,0.14664486,0.7212533,0.3693056,1.4790181,-1.7675194,-0.7368156,0.6242881,-0.52732295,-0.4842273,-2.677316,2.782661,-1.7447745,-2.556409,-3.104681,-3.4925418,-1.039682,-0.98820674,0.25079262,-2.4821887,-4.2143936,9.516652,9.516652,9.504682,9.36462,9.371803,9.38138,16.617855,9.48074,9.544186,-3.9878423,-7.877223,14.888044,9.425673,9.204209,9.388563,9.430461,9.383775,9.481936,9.423279,9.183859,6.904429,7.1927805,5.3181205,8.556278,7.6452847,2.1374235,5.313332,2.7252002,0.1822586,0.573112,-1.1968015,-0.24615386,-0.25139117,0.080505036,-0.11507132,0.7731775,0.029777884,0.1997662,-0.61067104,-1.0679636,7.365163,6.4421983,3.9797618,7.4310036,7.0263834,7.709928,10.40939,8.825626,6.1465144,7.3938932,6.250662,5.6628857,5.9202623,5.33488,6.4697313,7.3507977,6.108207,7.1089835,7.0826473,6.3619924
0.60693014,0.61650693,0.59136784,-0.003591303,-0.08379706,-0.05267244,-1.8183962,-1.1599907,-0.06344634,-2.4959552,-0.4189853,1.1240777,-0.035913024,0.06943185,-0.130484,-0.34476504,-0.22385786,-0.19393034,-0.06344634,-0.47644615,0.41015667,-6.442348,-4.5964184,-4.638317,-5.077653,-9.625439,-4.887314,-10.706421,-11.634174,-10.157849,-9.232491,-8.483255,-10.989086,-8.217798,-9.362376,-11.328015,-9.564686,-8.079084,-8.232313,-8.032397,-0.19228433,-1.4540286,0.010025719,2.2174797,2.2414217,1.3735236,-0.50472766,0.13572131,3.729418,3.0075662,2.292897,-0.023493104,2.1911435,0.6935703,1.2753613,3.3678937,-0.4221277,2.3719058,0.90665424,-0.19587563,2.0313306,2.0205567,2.0409074,2.6394577,2.665794,2.6693852,3.4929907,1.4220061,1.8792987,8.234707,0.5457283,-0.39758712,2.0852,2.477849,2.5197477,2.464681,2.455104,2.1654058,2.4802432,2.9100025,0.52073884,1.7579426,1.8537107,4.127005,3.5476084,1.584363,2.8568811,4.759074,4.833594,5.081693,6.447286,5.7698765,6.1756935,5.280711,4.626645,4.600309,5.798607,2.61791,4.4853873,2.3557448,-0.25079262,1.489792,1.347337,0.3812766,-0.29149407,-1.6406267,-0.86011696,-1.7040731,-2.4953568,-2.5025394,0.08200141,-0.83138657,-2.984971,-2.7204118,-1.6645688,-3.2303767,-2.1374235,-2.3050177,-2.0500352,-1.4862007,9.491513,9.4735565,9.495105,9.337088,9.38138,9.317934,15.382446,9.51785,9.52982,-1.9958664,-6.383241,12.375329,10.748469,9.297583,9.332299,9.376592,9.401731,9.455601,9.358635,9.231743,7.3054576,5.331289,4.2251673,3.8600516,4.753089,1.3293805,4.8548427,1.5783775,-0.5300164,-0.28760347,-1.3967174,-1.1008838,-1.1719618,-0.31573534,-0.5460276,1.4782699,0.6414964,1.2580034,-0.15457565,-0.5496189,7.203554,11.830349,8.704719,6.251859,6.997653,6.535572,8.626907,9.138069,6.0639143,7.937377,6.9928646,9.267356,8.328829,5.7239375,7.33763,7.041946,6.8887167,6.2195373,9.156026,6.079477
0.60453594,0.61890113,0.60333884,-0.015562311,-0.07182605,0.001197101,-3.2477345,-0.31603462,-0.059855044,-2.3942018,-1.2162545,2.670732,0.39145198,0.019153614,-0.12928689,-0.34237084,-0.25498247,-0.21667525,-0.053869538,-0.2705448,0.8758289,-6.9008374,-3.5226188,-6.217293,-4.0661025,-8.351724,-5.4726963,-7.344962,-10.227581,-9.9172325,-10.05849,-7.7470384,-9.424476,-8.760085,-9.271397,-10.312874,-12.194716,-9.738266,-8.842834,-6.990919,-0.38262334,-1.3379098,-0.7812579,-0.7884405,2.5454853,2.4688709,1.3328222,1.7913117,1.9828479,4.584148,1.5506945,-0.037858315,3.4995747,2.7501895,1.8356045,2.8291981,1.840393,0.36317047,1.925387,0.66843116,2.0528784,1.9990088,2.060061,2.6514287,2.6693852,2.6885388,3.4570775,1.5884032,1.8757074,8.62975,5.3437085,-2.0364182,1.7392379,2.7244518,2.5867853,2.4706664,2.3796868,2.1893477,2.5520694,3.0979474,0.39743748,2.0045455,1.3425486,0.374094,2.2786815,1.1845313,2.9119477,3.6314054,3.3096845,5.333084,6.09055,4.8696566,4.82297,5.779902,4.04246,4.28188,5.6477723,3.818602,4.6050973,2.807052,-0.073621705,0.53689975,1.5472529,0.7009025,1.3521254,-2.8604724,-0.020949265,-1.2060791,-1.9949685,-2.143409,-0.40043023,-0.4890157,-1.3760674,-1.3401544,-1.1498153,-2.0751743,-0.96067345,-1.0229226,-2.046444,-1.2515689,9.50109,9.5382,9.467571,9.310751,9.3622265,9.340678,13.237242,9.590873,9.5370035,2.9290066,-4.1458597,4.7928925,12.916419,9.580099,9.392154,9.370606,9.46398,9.466374,9.38976,9.223363,7.1052423,5.5802855,4.9158945,4.1066546,4.791396,2.3888147,4.981735,-0.044891283,-0.9011177,0.13018471,-0.22355859,-2.2716484,-1.2677298,0.28401217,0.6570587,-0.21443069,-0.6633435,1.7476176,0.20814592,-0.29104513,7.7386584,9.880272,9.302073,8.051102,6.1141925,7.603386,4.3999443,6.558317,8.252214,4.9506106,7.244256,9.167996,6.7725983,6.749853,7.5124063,7.0132155,7.85358,8.411429,6.121375,6.3165026
